to,pcts,icds,urban,id,from
22012,JAL-CHT-BHW-001,8116030818,FALSE,34873,22012
22013,JAL-CHT-BHW-002,8116030827,FALSE,34872,22013
22014,JAL-CHT-JRD-001,8116030812,FALSE,34874,22014
22015,JAL-CHT-JRD-002,8116030820,FALSE,34875,22015
22016,JAL-CHT-CHR-001,8116030721,FALSE,34876,22016
22017,JAL-CHT-HLW-002,8116030707,FALSE,34878,22017
22017,JAL-CHT-HLW-001,8116030706,FALSE,34877,22017
738,JAL-CHT-KER-001,8116030701,FALSE,34881,22018
738,JAL-CHT-KER-003,8116030702,FALSE,34879,22018
738,JAL-CHT-KER-004,8116030703,FALSE,34880,22018
22019,JAL-CHT-KER-002,8116030722,FALSE,34882,22019
22020,JAL-CHT-VIR-003,8116030712,FALSE,34885,22020
22021,JAL-CHT-VIR-001,8116030713,FALSE,34883,22021
22021,JAL-CHT-VIR-002,8116030318,FALSE,34884,22021
22022,JAL-CHT-RND-003,164,FALSE,34887,22022
22022,JAL-CHT-RND-001,8116030505,FALSE,34889,22022
22022,JAL-CHT-RND-002,8116030506,FALSE,34888,22022
22022,JAL-CHT-RND-004,8116030708,FALSE,34886,22022
22023,JAL-CHT-VIR-005,8116030710,FALSE,34892,22023
22023,JAL-CHT-VIR-004,8116030709,FALSE,34891,22023
22023,JAL-CHT-VIR-006,8116030724,FALSE,34890,22023
21997,JAL-CHT-KHS-001,8116030435,FALSE,34844,21997
22024,JAL-CHT-KHJ-001,8116030809,FALSE,34896,22024
22025,JAL-CHT-KHJ-003,8116030810,FALSE,34893,22025
22025,JAL-CHT-KHJ-004,8116030823,FALSE,34894,22025
22027,JAL-CHT-SRC-004,186,FALSE,34897,22027
22027,JAL-CHT-SRC-002,8116030835,FALSE,34898,22027
22026,JAL-CHT-KHJ-002,8116030830,FALSE,34895,22026
22028,JAL-CHT-SRC-003,8116030805,FALSE,34899,22028
22029,JAL-CHT-SRC-001,8116030803,FALSE,88925,22029
22029,JAL-CHT-SRC-006,8116030833,FALSE,34900,22029
22031,JAL-CHT-STH-001,8116030807,FALSE,34902,22031
22030,JAL-CHT-STH-002,8116030806,FALSE,34901,22030
22033,JAL-CHT-VRN-002,8116030801,FALSE,34904,22033
22032,JAL-CHT-VRN-001,8116030808,FALSE,34903,22032
22208,JAL-RNW-SEV-003,8116060119,FALSE,35174,22208
21979,JAL-RNW-ADY-002,,FALSE,35173,21979
22205,JAL-RNW-ADY-001,8116060105,FALSE,35171,22205
22209,JAL-RNW-AJD-001,8116060117,FALSE,35175,22209
22209,JAL-RNW-AJD-002,8116060118,FALSE,35176,22209
22210,JAL-RNW-BMN-001,8116060110,FALSE,35177,22210
22211,JAL-RNW-BRG-003,8116060103,FALSE,35180,22211
22211,JAL-RNW-BRG-001,8116060101,FALSE,35178,22211
22213,JAL-RNW-BRG-006,8116060106,FALSE,35183,22213
22211,JAL-RNW-BRG-004,8116060104,FALSE,35179,22211
22211,JAL-RNW-BRG-002,8116060102,FALSE,35182,22211
22212,JAL-RNW-BRG-007,8116060123,FALSE,35181,22212
22214,JAL-RNW-DHM-003,8116060112,FALSE,35185,22214
22216,JAL-RNW-DHM-002,8116060125,FALSE,35184,22216
22214,JAL-RNW-DHM-001,8116060111,FALSE,35186,22214
22218,JAL-RNW-DHN-001,8116060113,FALSE,35189,22218
22217,JAL-RNW-DHN-003,8116060116,FALSE,35188,22217
22218,JAL-RNW-DHN-004,8116060115,FALSE,35190,22218
22218,JAL-RNW-DHN-002,8116060114,FALSE,35191,22218
29225,JAL-RNW-BMN-002,102030,FALSE,34508,21815
22220,JAL-RNW-RWT-001,8116060107,FALSE,35193,22220
22222,JAL-RNW-SEV-001,102040,FALSE,35194,22222
22221,JAL-RNW-SEV-002,102041,FALSE,35195,22221
22223,JAL-RNW-GON-002,,FALSE,35197,22223
22224,JAL-RNW-GON-001,,FALSE,35196,22224
22225,JAL-RNW-HRS-002,8116060519,FALSE,35198,22225
22225,JAL-RNW-HRS-001,8116060518,FALSE,35199,22225
22226,JAL-RNW-MND-002,8116060612,FALSE,35201,22226
22227,JAL-RNW-MND-001,8116060611,FALSE,35200,22227
22228,JAL-RNW-MTR-002,8116060517,FALSE,35203,22228
22228,JAL-RNW-MTR-001,8116060516,FALSE,35202,22228
22229,JAL-RNW-DHP-002,8116060418,FALSE,35206,22229
22229,JAL-RNW-DHP-001,8116060417,FALSE,35204,22229
22229,JAL-RNW-DHP-003,8116060419,FALSE,35205,22229
22230,JAL-RNW-JKH-002,8116060502,FALSE,35211,22230
22230,JAL-RNW-JKH-003,8116060503,FALSE,35208,22230
22230,JAL-RNW-JKH-001,8116060501,FALSE,35209,22230
22230,JAL-RNW-JKH-005,108108,FALSE,34474,21792
22231,JAL-RNW-JDW-001,8116060509,FALSE,35213,22231
22232,JAL-RNW-MRW-002,8116060515,FALSE,35214,22232
22232,JAL-RNW-MRW-001,8116060514,FALSE,35215,22232
22233,JAL-RNW-MDK-003,8116060506,FALSE,35217,22233
22234,JAL-RNW-MDK-002,8116060508,FALSE,35216,22234
22233,JAL-RNW-MDK-001,8116060507,FALSE,35218,22233
22235,JAL-RNW-RTN-001,8116060512,FALSE,35220,22235
22235,JAL-RNW-RTN-002,8116060513,FALSE,35219,22235
22236,JAL-RNW-SNG-002,8116060421,FALSE,35221,22236
22236,JAL-RNW-SNG-001,8116060420,FALSE,35222,22236
22237,JAL-RNW-WAD-001,,FALSE,35223,22237
22238,JAL-RNW-ALA-002,105071,FALSE,35224,22238
22238,JAL-RNW-ALA-001,105070,FALSE,35225,22238
22240,JAL-RNW-KGM-003,8116060312,FALSE,35227,22240
22239,JAL-RNW-BIL-001,8116060313,FALSE,35226,22239
22241,JAL-RNW-CHT-001,8116060315,FALSE,35228,22241
22241,JAL-RNW-CHT-002,8116060316,FALSE,35229,22241
22243,JAL-RNW-KDC-001,107097,FALSE,35232,22243
22243,JAL-RNW-KDC-002,107098,FALSE,35233,22243
22249,JAL-RNW-CHT-003,107095,FALSE,35240,22249
22248,JAL-RNW-CHT-004,107096,FALSE,35239,22248
22250,JAL-RNW-CTW-001,8116060220,FALSE,35245,22250
22252,JAL-RNW-CTW-003,220112,FALSE,35243,22252
22250,JAL-RNW-CTW-004,8116060218,FALSE,35244,22250
22250,JAL-RNW-CTW-002,8116060219,FALSE,35241,22250
22253,JAL-RNW-DNT-002,8116060623,FALSE,35248,22253
22253,JAL-RNW-DNT-001,8116060622,FALSE,35246,22253
22253,JAL-RNW-DNT-003,8116060624,FALSE,35247,22253
22255,JAL-RNW-KAR-001,8116060201,FALSE,35249,22255
22255,JAL-RNW-KAR-002,8116060202,FALSE,35253,22255
22255,JAL-RNW-KAR-004,8116060304,FALSE,35252,22255
22255,JAL-RNW-KAR-003,8116060203,FALSE,35250,22255
22257,JAL-RNW-LKH-001,8116060221,FALSE,35242,22257
22256,JAL-RNW-KAR-005,103049,FALSE,35255,22256
22258,JAL-RNW-KRW-001,8116060619,FALSE,35258,22258
22258,JAL-RNW-KRW-003,8116060621,FALSE,35259,22258
22258,JAL-RNW-KRW-002,8116060620,FALSE,35260,22258
22291,JAL-RNW-KUD-001,8116060605,FALSE,35323,22291
22293,JAL-RNW-SNT-001,8116060608,FALSE,35326,22293
22293,JAL-RNW-SNT-002,8116060609,FALSE,35325,22293
22263,JAL-RNW-KOD-001,8116060208,FALSE,35274,22263
22263,JAL-RNW-KOD-002,8116060209,FALSE,35276,22263
22263,JAL-RNW-KOD-003,8116060210,FALSE,35273,22263
22264,JAL-RNW-SMR-001,8116060211,FALSE,35277,22264
22266,JAL-RNW-AKH-002,8116060309,FALSE,35280,22266
22265,JAL-RNW-AKH-001,8116060306,FALSE,35281,22265
22268,JAL-RNW-AKH-005,8116060307,FALSE,35278,22268
22267,JAL-RNW-AKH-004,,FALSE,35279,22267
22269,JAL-RNW-DAD-002,8116060324,FALSE,35283,22269
22268,JAL-RNW-AKH-003,106079,FALSE,35282,22268
22269,JAL-RNW-DAD-001,8116060308,FALSE,35284,22269
22271,JAL-RNW-DDH-001,8116060423,FALSE,35285,22271
22272,JAL-RNW-GLW-001,8116060424,FALSE,35286,22272
22278,JAL-RNW-SRJ-002,106087,FALSE,35297,22278
22273,JAL-RNW-MLW-002,106073,FALSE,35288,22273
22273,JAL-RNW-MLW-001,106072,FALSE,35289,22273
22273,JAL-RNW-MLW-003,106074,FALSE,35290,22273
22273,JAL-RNW-MLW-004,106075,FALSE,35291,22273
22274,JAL-RNW-MLW-005,106076,FALSE,35287,22274
22275,JAL-RNW-MED-001,8116060422,FALSE,35292,22275
22275,JAL-RNW-MED-002,8116060433,FALSE,35293,22275
22277,JAL-RNW-ROD-001,106086,FALSE,35294,22277
22276,JAL-RNW-ROD-002,106088,FALSE,35295,22276
22279,JAL-RNW-SRJ-001,8116060525,FALSE,35296,22279
22281,JAL-RNW-DNG-002,8116060521,FALSE,35299,22281
22281,JAL-RNW-DNG-003,8116060522,FALSE,35300,22281
22281,JAL-RNW-DNG-001,8116060520,FALSE,35301,22281
22282,JAL-RNW-JLR-001,8116060412,FALSE,34527,21828
22282,JAL-RNW-JLR-002,8116060431,FALSE,35303,22282
22283,JAL-RNW-JRK-003,8116060415,FALSE,35306,22283
22283,JAL-RNW-JRK-001,8116060413,FALSE,35304,22283
22283,JAL-RNW-JRK-002,8116060414,FALSE,35305,22283
22285,JAL-RNW-KTK-001,8116060408,FALSE,35308,22285
40702,JAL-RNW-KTK-002,8116060434,FALSE,35307,22284
22286,JAL-RNW-RPR-002,8116060524,FALSE,35309,22286
19911,JAL-RNW-RPR-001,8116060523,FALSE,35310,21942
22288,JAL-RNW-RNW-006,8116060405,FALSE,35317,22288
22288,JAL-RNW-RNW-003,8116060403,FALSE,35316,22288
22288,JAL-RNW-RNW-004,8116060404,FALSE,35318,22288
22288,JAL-RNW-RNW-001,8116060401,FALSE,34436,21768
22288,JAL-RNW-RNW-005,8116060406,FALSE,35315,22288
22288,JAL-RNW-RNW-007,8116060407,FALSE,35313,22288
22288,JAL-RNW-RNW-008,,FALSE,35312,22288
22289,JAL-RNW-RWD-003,8116060411,FALSE,35321,22289
22290,JAL-RNW-WDA-001,101016,FALSE,35322,22290
22244,JAL-RNW-RMP-002,,FALSE,35235,22244
22245,JAL-RNW-RMP-001,8116060430,FALSE,35234,22245
22247,JAL-RNW-SLS-002,8116060427,FALSE,35238,22247
22246,JAL-RNW-SLS-003,8116060429,FALSE,35237,22246
22247,JAL-RNW-SLS-001,8116060426,FALSE,35236,22247
22280,JAL-RNW-TVD-001,8116060425,FALSE,35298,22280
22298,JAL-RNW-SWL-001,105066,FALSE,35335,22298
22298,JAL-RNW-SWL-002,,FALSE,35336,22298
22299,JAL-RNW-VND-003,8116060232,FALSE,35337,22299
22299,JAL-RNW-VND-001,8116060224,FALSE,35338,22299
22299,JAL-RNW-VND-002,8116060225,FALSE,35339,22299
22300,JAL-RNW-VRT-001,8116060223,FALSE,35340,22300
22354,JAL-SNC-AGA-001,1,FALSE,35452,22354
22342,JAL-SNC-BDV-001,1,FALSE,35430,22342
29475,JAL-SNC-BDV-002,1,FALSE,35431,21772
22355,JAL-SNC-BDS-001,1,FALSE,35456,22355
22355,JAL-SNC-BDS-003,,FALSE,35455,22355
22355,JAL-SNC-BDS-002,2,FALSE,35453,22355
22356,JAL-SNC-BWR-001,2,FALSE,35461,22356
22356,JAL-SNC-BWR-003,1,FALSE,35459,22356
19987,JAL-SNC-BWR-005,4,FALSE,35462,22357
22356,JAL-SNC-BWR-004,1,FALSE,35458,22356
22356,JAL-SNC-BWR-002,3,FALSE,35457,22356
22358,JAL-SNC-BWR-006,,FALSE,35460,22358
22344,JAL-SNC-CHT-001,1,FALSE,35433,22344
22344,JAL-SNC-CHT-002,2,FALSE,35432,22344
22359,JAL-SNC-DAB-002,2,FALSE,35465,22359
22359,JAL-SNC-DAB-001,1,FALSE,35464,22359
22359,JAL-SNC-DAB-003,4,FALSE,35466,22359
22359,JAL-SNC-DAB-004,3,FALSE,35463,22359
22360,JAL-SNC-DDS-001,1,FALSE,35469,22360
22360,JAL-SNC-DDS-003,2,FALSE,35468,22360
22360,JAL-SNC-DDS-002,2,FALSE,35467,22360
22362,JAL-SNC-DED-003,,FALSE,35471,22362
22361,JAL-SNC-DED-002,2,FALSE,35470,22361
22361,JAL-SNC-DED-001,1,FALSE,35472,22361
22363,JAL-SNC-DHM-001,1,FALSE,35474,22363
22363,JAL-SNC-DHM-002,2,FALSE,35473,22363
22363,JAL-SNC-DHM-003,3,FALSE,35476,22363
22363,JAL-SNC-DHM-004,1016,FALSE,35477,22363
22363,JAL-SNC-DHM-005,1017,FALSE,35475,22363
22364,JAL-SNC-GLS-007,1112,FALSE,35478,22364
22364,JAL-SNC-GLS-005,,FALSE,35482,22364
22364,JAL-SNC-GLS-006,1024,FALSE,35479,22364
22364,JAL-SNC-GLS-001,1,FALSE,35481,22364
22364,JAL-SNC-GLS-003,,FALSE,35480,22364
22364,JAL-SNC-GLS-004,,FALSE,35483,22364
22367,JAL-SNC-HDT-005,990,FALSE,35485,22367
22365,JAL-SNC-HDT-003,2,FALSE,35486,22365
22366,JAL-SNC-HDT-006,26,FALSE,35487,22366
22365,JAL-SNC-HDT-004,3,FALSE,35484,22365
22368,JAL-SNC-HDT-001,2,FALSE,35489,22368
22365,JAL-SNC-HDT-002,1,FALSE,35488,22365
22369,JAL-SNC-JKH-006,1026,FALSE,35492,22369
22370,JAL-SNC-JKH-002,1,FALSE,35491,22370
22370,JAL-SNC-JKH-003,2,FALSE,35493,22370
22370,JAL-SNC-JKH-005,,FALSE,35495,22370
22370,JAL-SNC-JKH-001,3,FALSE,35494,22370
22370,JAL-SNC-JKH-004,1027,FALSE,35490,22370
22371,JAL-SNC-KML-001,1,FALSE,35496,22371
22372,JAL-SNC-KAR-003,3,FALSE,35497,22372
22372,JAL-SNC-KAR-001,1,FALSE,35499,22372
22372,JAL-SNC-KAR-002,2,FALSE,35498,22372
22373,JAL-SNC-KIL-001,1,FALSE,35500,22373
22373,JAL-SNC-KIL-002,2,FALSE,35501,22373
22407,JAL-SNC-MDJ-001,1,FALSE,35561,22407
22408,JAL-SNC-MDJ-005,,FALSE,35559,22408
22407,JAL-SNC-MDJ-003,3,FALSE,35556,22407
22409,JAL-SNC-MDJ-006,,FALSE,35557,22409
22407,JAL-SNC-MDJ-007,4,FALSE,35560,22407
22408,JAL-SNC-MDJ-004,,FALSE,35562,22408
22407,JAL-SNC-MDJ-002,2,FALSE,35558,22407
22149,JAL-SNC-PHD-004,,FALSE,35505,22149
22149,JAL-SNC-PHD-003,3,FALSE,35503,22149
22149,JAL-SNC-PHD-002,2,FALSE,35502,22149
22149,JAL-SNC-PHD-001,1,FALSE,35504,22149
22353,JAL-SNC-PLD-002,2,FALSE,35450,22353
22353,JAL-SNC-PLD-001,1,FALSE,35451,22353
22375,JAL-SNC-PAL-004,2001,FALSE,35507,22375
22375,JAL-SNC-PAL-002,2,FALSE,35506,22375
22375,JAL-SNC-PAL-001,1,FALSE,35509,22375
22375,JAL-SNC-PAL-003,1,FALSE,35508,22375
22376,JAL-SNC-PRT-002,1012,FALSE,35512,22376
29175,JAL-SNC-PRT-001,1,FALSE,35510,22377
22376,JAL-SNC-SNC-001,1,FALSE,35511,22376
29175,JAL-SNC-SNC-002,1,FALSE,35513,22377
22379,JAL-SNC-SNC-016,916,FALSE,35514,22379
22391,JAL-SNC-SDD-001,,FALSE,35515,22391
22392,JAL-SNC-WSN-001,1,FALSE,35516,22392
22301,JAL-SNC-ARN-001,1,FALSE,35342,22301
22301,JAL-SNC-ARN-002,2,FALSE,35345,22301
22301,JAL-SNC-ARN-005,5,FALSE,35346,22301
22301,JAL-SNC-ARN-003,3,FALSE,35341,22301
22301,JAL-SNC-ARN-004,4,FALSE,35343,22301
22301,JAL-SNC-ARN-007,,FALSE,35347,22301
22301,JAL-SNC-ARN-006,5,FALSE,35344,22301
22302,JAL-SNC-DAG-001,2,FALSE,35348,22302
22303,JAL-SNC-KAR-004,4,FALSE,35349,22303
22304,JAL-SNC-DHN-003,3,FALSE,35352,22304
22304,JAL-SNC-DHN-001,1,FALSE,35351,22304
22304,JAL-SNC-DHN-002,2,FALSE,35350,22304
21801,JAL-SNC-HRY-001,4,FALSE,35354,21801
22306,JAL-SNC-HRY-005,8,FALSE,35355,22306
21801,JAL-SNC-HRY-004,7,FALSE,35353,21801
21801,JAL-SNC-HRY-002,5,FALSE,35356,21801
21801,JAL-SNC-HRY-003,6,FALSE,35357,21801
22309,JAL-SNC-BHD-005,4,FALSE,35362,22309
22309,JAL-SNC-BHD-003,2,FALSE,35363,22309
22309,JAL-SNC-BHD-002,1,FALSE,35365,22309
22309,JAL-SNC-BHD-004,3,FALSE,35364,22309
22310,JAL-SNC-CHO-003,3,FALSE,35367,22310
22310,JAL-SNC-CHO-001,1,FALSE,35368,22310
22310,JAL-SNC-CHO-004,,FALSE,35369,22310
22310,JAL-SNC-CHO-005,,FALSE,80279,22310
22310,JAL-SNC-CHO-002,2,FALSE,35366,22310
22313,JAL-SNC-BHD-001,1,FALSE,35377,22313
22312,JAL-SNC-KRW-002,2,FALSE,35376,22312
22312,JAL-SNC-KRW-003,3,FALSE,35375,22312
22312,JAL-SNC-KRW-001,1,FALSE,35378,22312
22316,JAL-SNC-LYD-003,3,FALSE,35380,22316
22317,JAL-SNC-LYD-006,2,FALSE,35382,22317
22317,JAL-SNC-LYD-001,1,FALSE,35381,22317
22314,JAL-SNC-LYD-004,1,FALSE,35383,22314
22315,JAL-SNC-LYD-007,,FALSE,35379,22315
22317,JAL-SNC-LYD-002,2,FALSE,35385,22317
22315,JAL-SNC-LYD-005,4,FALSE,35384,22315
22324,JAL-SNC-ACH-005,1,FALSE,35393,22324
22326,JAL-SNC-ACH-004,2,FALSE,35399,22326
22322,JAL-SNC-ACH-003,2,FALSE,35392,22322
22322,JAL-SNC-ACH-009,2,FALSE,35397,22322
22320,JAL-SNC-ACH-002,1,FALSE,35394,22320
22321,JAL-SNC-ACH-008,1,FALSE,35396,22321
22323,JAL-SNC-ACH-006,1,FALSE,35391,22323
22326,JAL-SNC-ACH-001,1,FALSE,35395,22326
22325,JAL-SNC-ACH-007,1,FALSE,35398,22325
22327,JAL-SNC-BDW-001,1,FALSE,35401,22327
22327,JAL-SNC-BDW-002,2,FALSE,35400,22327
22328,JAL-SNC-BHW-001,1,FALSE,35402,22328
22330,JAL-SNC-BCH-005,4,FALSE,35409,22330
22330,JAL-SNC-BCH-001,620,FALSE,35404,22330
22330,JAL-SNC-BCH-008,4,FALSE,35406,22330
22332,JAL-SNC-PRJ-002,2,FALSE,35408,22332
22330,JAL-SNC-BCH-002,620,FALSE,35403,22330
22331,JAL-SNC-BCH-007,5,FALSE,35411,22331
22330,JAL-SNC-BCH-004,1,FALSE,35405,22330
22333,JAL-SNC-CHH-001,2,FALSE,35413,22333
22334,JAL-SNC-BDW-003,1,FALSE,35412,22334
22333,JAL-SNC-CHH-002,1,FALSE,35414,22333
22335,JAL-SNC-DNT-001,1,FALSE,35417,22335
22335,JAL-SNC-DNT-003,3,FALSE,35416,22335
22335,JAL-SNC-DNT-002,2,FALSE,35415,22335
22336,JAL-SNC-DHR-001,1,FALSE,35418,22336
22337,JAL-SNC-KOD-002,2,FALSE,35419,22337
19462,JAL-SNC-DHR-002,1,FALSE,35421,21945
22337,JAL-SNC-KOD-001,1,FALSE,35420,22337
22339,JAL-SNC-PRJ-001,1,FALSE,35422,22339
22340,JAL-SNC-SRV-005,4,FALSE,35423,22340
22340,JAL-SNC-SRV-004,1,FALSE,35427,22340
22340,JAL-SNC-SRV-003,2,FALSE,35425,22340
22340,JAL-SNC-SRV-002,3,FALSE,35424,22340
22340,JAL-SNC-SRV-001,1,FALSE,35426,22340
22341,JAL-SNC-WAK-001,1,FALSE,35428,22341
22311,JAL-SNC-JLT-001,1,FALSE,35371,22311
22311,JAL-SNC-JLT-005,1040,FALSE,35372,22311
22311,JAL-SNC-JLT-002,2,FALSE,35373,22311
22311,JAL-SNC-JLT-004,,FALSE,35374,22311
22311,JAL-SNC-JLT-003,,FALSE,35370,22311
21739,JAL-SNC-KHA-001,1,FALSE,35359,21739
21739,JAL-SNC-KHA-003,3,FALSE,35358,21739
21739,JAL-SNC-KHA-002,2,FALSE,35360,21739
22319,JAL-SNC-PAM-004,4,FALSE,35388,22319
22318,JAL-SNC-PAM-003,3,FALSE,35386,22318
22319,JAL-SNC-PAM-002,2,FALSE,35387,22319
22319,JAL-SNC-PAM-001,1,FALSE,35390,22319
22319,JAL-SNC-PAM-005,,FALSE,35389,22319
22308,JAL-SNC-WOD-001,1,FALSE,35361,22308
22345,JAL-SNC-DUG-002,2,FALSE,35438,22345
22346,JAL-SNC-DUG-004,8116070428,FALSE,35434,22346
22347,JAL-SNC-KNT-001,1,FALSE,35440,22347
22347,JAL-SNC-KNT-002,2,FALSE,35439,22347
22348,JAL-SNC-LNS-001,1,FALSE,35441,22348
22348,JAL-SNC-LNS-002,2,FALSE,35442,22348
22349,JAL-SNC-NAI-002,2,FALSE,35443,22349
22349,JAL-SNC-NAI-001,1,FALSE,35444,22349
22350,JAL-SNC-PCH-001,1,FALSE,35445,22350
22350,JAL-SNC-PCH-002,2,FALSE,35446,22350
22350,JAL-SNC-PCH-007,5,FALSE,35448,22350
22352,JAL-SNC-PCH-004,4,FALSE,35449,22352
22175,JAL-SNC-GUN-006,1,FALSE,35518,22175
22393,JAL-SNC-GUN-002,2,FALSE,35519,22393
22393,JAL-SNC-GUN-001,1,FALSE,35517,22393
22393,JAL-SNC-GUN-005,1,FALSE,35521,22393
22393,JAL-SNC-GUN-003,3,FALSE,35520,22393
22395,JAL-SNC-LCH-001,8116070832,FALSE,35523,22395
22395,JAL-SNC-LCH-005,5,FALSE,35524,22395
22395,JAL-SNC-LCH-003,3,FALSE,35526,22395
22395,JAL-SNC-LCH-004,8116070833,FALSE,35522,22395
22395,JAL-SNC-LCH-002,2,FALSE,35525,22395
22396,JAL-SNC-LHH-002,2,FALSE,35529,22396
22396,JAL-SNC-LHH-001,8116070831,FALSE,35527,22396
22396,JAL-SNC-LHH-003,3,FALSE,35528,22396
22397,JAL-SNC-MRP-002,2,FALSE,35530,22397
22397,JAL-SNC-MRP-001,1,FALSE,35531,22397
22398,JAL-SNC-SNK-007,7,FALSE,35538,22398
22398,JAL-SNC-SNK-005,5,FALSE,35535,22398
22398,JAL-SNC-SNK-006,6,FALSE,35536,22398
22398,JAL-SNC-SNK-003,3,FALSE,35537,22398
22398,JAL-SNC-SNK-008,8,FALSE,35532,22398
22398,JAL-SNC-SNK-001,1,FALSE,35534,22398
22398,JAL-SNC-SNK-002,2,FALSE,35533,22398
22399,JAL-SNC-GUN-004,4,FALSE,35543,22399
22400,JAL-SNC-SED-001,1,FALSE,35540,22400
22400,JAL-SNC-SED-003,3,FALSE,35542,22400
22400,JAL-SNC-SED-002,2,FALSE,35541,22400
22402,JAL-SNC-SUR-001,1,FALSE,35546,22402
22401,JAL-SNC-SUR-003,1,FALSE,35544,22401
22402,JAL-SNC-SUR-002,2,FALSE,35545,22402
22403,JAL-SNC-TIT-001,1,FALSE,35548,22403
22403,JAL-SNC-TIT-002,2,FALSE,35547,22403
22404,JAL-SNC-DAN-001,1,FALSE,35549,22404
22404,JAL-SNC-DAN-003,1,FALSE,35551,22404
22404,JAL-SNC-DAN-002,2,FALSE,35553,22404
22404,JAL-SNC-DAN-005,,FALSE,35550,22404
22404,JAL-SNC-DAN-004,1,FALSE,35552,22404
22405,JAL-SNC-PCH-003,3,FALSE,35555,22405
22291,JAL-SNC-KUD-001,1,FALSE,35554,22291
22411,JAL-SNC-NGL-001,1,FALSE,35563,22411
22410,JAL-SNC-NGL-003,,FALSE,35564,22410
22413,JAL-SNC-PUR-001,1,FALSE,35567,22413
22413,JAL-SNC-PUR-007,,FALSE,35571,22413
22413,JAL-SNC-PUR-002,2,FALSE,35566,22413
22413,JAL-SNC-PUR-008,,FALSE,35573,22413
22413,JAL-SNC-PUR-006,,FALSE,35568,22413
22413,JAL-SNC-PUR-004,4,FALSE,35569,22413
22414,JAL-SNC-NGL-002,2,FALSE,35572,22414
22412,JAL-SNC-PUR-005,,FALSE,35565,22412
22415,JAL-SNC-SAR-005,1,FALSE,35575,22415
22416,JAL-SNC-SAR-002,2,FALSE,35579,22416
22416,JAL-SNC-SAR-004,3,FALSE,35576,22416
22416,JAL-SNC-SAR-006,5,FALSE,35574,22416
22416,JAL-SNC-SAR-003,4,FALSE,35578,22416
22416,JAL-SNC-SAR-001,1,FALSE,35577,22416
22261,JAL-RNW-BHT-002,104058,FALSE,35267,22261
22261,JAL-RNW-BHT-003,,FALSE,35266,22261
22261,JAL-RNW-BHT-001,104059,FALSE,35268,22261
22262,JAL-RNW-DEG-004,,FALSE,35269,22262
22262,JAL-RNW-DEG-001,104061,FALSE,35270,22262
22262,JAL-RNW-DEG-003,104063,FALSE,35272,22262
22262,JAL-RNW-DEG-002,104062,FALSE,35271,22262
91,JAL-RNW-KOT-002,,FALSE,35262,22259
22254,JAL-RNW-KAR-007,103048,FALSE,35256,22254
91,JAL-RNW-KOT-001,,FALSE,35261,22259
91,JAL-RNW-KOT-003,,FALSE,35263,22259
22254,JAL-RNW-KAR-006,103047,FALSE,35254,22254
22260,JAL-RNW-MKH-001,,FALSE,35265,22260
22260,JAL-RNW-MKH-002,,FALSE,35264,22260
22295,JAL-RNW-SEW-003,,FALSE,35330,22295
22292,JAL-RNW-PAL-001,,FALSE,35329,22292
22295,JAL-RNW-SEW-002,8116060604,FALSE,35328,22295
22295,JAL-RNW-SEW-004,8116060602,FALSE,35331,22295
22390,JAL-SNC-SNC-011,9,,35815,22390
22381,JAL-SNC-SNC-012,12,,35812,22381
22381,JAL-SNC-SNC-008,6,,35822,22381
22380,JAL-SNC-SNC-003,2,,35821,22380
22385,JAL-SNC-SNC-004,1,,35816,22385
22388,JAL-SNC-SNC-013,9,,35814,22388
22382,JAL-SNC-SNC-005,3,,35811,22382
22384,JAL-SNC-SNC-015,7,,35813,22384
22389,JAL-SNC-SNC-010,8,,35818,22389
22387,JAL-SNC-SNC-007,5,,35810,22387
22383,JAL-SNC-SNC-006,4,,35817,22383
22384,JAL-SNC-SNC-009,7,,35819,22384
20663,JP2-DUD-DUD-007,8110060210,FALSE,32490,20663
20663,JP2-DUD-DUD-004,8110060204,FALSE,32492,20663
20663,JP2-DUD-DUD-011,8110060205,FALSE,32493,20663
20663,JP2-DUD-DUD-002,8110060203,FALSE,32497,20663
20663,JP2-DUD-DUD-005,8110060208,FALSE,32494,20663
20663,JP2-DUD-DUD-009,8110060209,FALSE,32495,20663
20663,JP2-DUD-DUD-010,8110060207,FALSE,32491,20663
20663,JP2-DUD-DUD-001,8110060212,FALSE,32501,20663
20663,JP2-DUD-DUD-006,8110060213,FALSE,32496,20663
20663,JP2-DUD-DUD-008,8110060211,FALSE,32498,20663
20663,JP2-DUD-DUD-012,8110060206,FALSE,32500,20663
20678,JP2-DUD-GRR-002,8110150302,FALSE,32523,20678
20680,JP2-DUD-HRS-003,8110150321,FALSE,32528,20680
20680,JP2-DUD-HRS-002,8110150320,FALSE,32529,20680
20679,JP2-DUD-HRS-005,8110150323,FALSE,32527,20679
20680,JP2-DUD-HRS-001,8110150319,FALSE,32524,20680
20680,JP2-DUD-HRS-004,8110150322,FALSE,32526,20680
20681,JP2-DUD-HRS-006,8110150324,FALSE,32525,20681
20683,JP2-DUD-LPD-001,8110150303,FALSE,32530,20683
39271,JP2-DUD-LPD-003,8110150331,FALSE,81828,39271
39271,JP2-DUD-LPD-002,8110150304,FALSE,81827,39271
