to,from,Village Census code,Id,,,,,,
14811,14811,82280,32718,,,,,,
10581,10604,71692,24472,,,,,,
15008,15008,82261,33031,,,,,,
10244,10244,71479,24013,,,,,,
14980,14980,82284,33000,,,,,,
10601,10590,71708,24458,,,,,,
14735,14735,82117,32595,,,,,,
14727,14967,82270,32987,,,,,,
14974,14985,82227,33005,,,,,,
14986,14986,82221,33006,,,,,,
10672,10672,71707,24540,,,,,,
10241,10241,71484,24010,,,,,,
10272,10272,71513,24043,,,,,,
15021,15021,82319,33048,,,,,,
10649,10649,0,24517,,,,,,
14998,14998,82287,33019,,,,,,
14739,14739,82118,32599,,,,,,
10282,10282,71546,24057,,,,,,
15058,15058,82360,33094,,,,,,
10592,10592,0,24460,,,,,,
10642,10642,71761,24510,,,,,,
15048,15048,82199,33080,,,,,,
10631,10631,71731,24499,,,,,,
15074,14975,0,32995,,,,,,
15006,15006,82177,33028,,,,,,
19737,10593,71743,24461,,,,,,
19243,10245,71475,24014,,,,,,
15022,15022,82321,33049,,,,,,
14968,14968,74156,32988,,,,,,
10673,10673,71678,24541,,,,,,
19396,10605,71704,24473,,,,,,
10289,10289,71560,24064,,,,,,
10247,10247,71489,24016,,,,,,
19095,19416,71735,46308,,,,,,
15065,15065,82351,33102,,,,,,
19676,19676,0,47744,,,,,,
10292,10292,71562,24067,,,,,,
14990,14987,386940,33007,,,,,,
14829,10248,71524,24018,,,,,,
19256,10252,93865,24022,,,,,,
10309,10309,71505,24086,,,,,,
14986,14994,82306,33014,,,,,,
15083,15083,95525,33121,,,,,,
15029,15029,82219,33058,,,,,,
14790,14999,90507,33020,,,,,,
10594,14794,101490,32698,,,,,,
15015,15015,0,33041,,,,,,
15246,15246,82095,33371,,,,,,
15217,15217,82049,33342,,,,,,
14841,14841,91608,24098,,,,,,
10235,10235,72452,24003,,,,,,
15195,15195,86734,33320,,,,,,
19416,10613,71716,24481,,,,,,
10632,10632,71729,24500,,,,,,
15001,15001,68598,33022,,,,,,
15023,15023,82317,33050,,,,,,
10304,10304,0,24080,,,,,,
10249,10249,0,24019,,,,,,
10667,10667,71714,24535,,,,,,
15259,15259,0,33384,,,,,,
10313,15189,71522,33314,,,,,,
10614,10614,71717,24482,,,,,,
15207,15209,82156,33334,,,,,,
10237,10237,0,24005,,,,,,
19921,15002,82240,33024,,,,,,
14741,14741,73834,32601,,,,,,
10295,14900,87255,32864,,,,,,
19915,19915,82213,33082,,,,,,
10620,10620,71720,24488,,,,,,
10595,10595,71745,24463,,,,,,
10277,10277,71538,24049,,,,,,
19737,19737,0,47761,,,,,,
10307,10307,71468,24083,,,,,,
14894,14870,73106,32809,,,,,,
14977,15007,82263,33029,,,,,,
14988,14988,82220,33008,,,,,,
15008,15008,82260,33032,,,,,,
15210,15210,82158,33335,,,,,,
15201,15201,82135,33326,,,,,,
15000,15000,99650,33021,,,,,,
15254,15254,82142,33379,,,,,,
10610,10610,71738,24478,,,,,,
10591,10591,0,24459,,,,,,
10668,10668,0,24536,,,,,,
14969,14969,78780,32989,,,,,,
15224,14791,91519,32693,,,,,,
15070,15070,91481,33107,,,,,,
10283,10296,71508,24071,,,,,,
14726,14726,104692,32580,,,,,,
10275,10305,0,24081,,,,,,
10313,10320,71527,24101,,,,,,
14727,14727,72686,32581,,,,,,
15238,15238,0,33363,,,,,,
10615,10621,71726,24489,,,,,,
19908,15016,82362,33042,,,,,,
10674,10674,71680,24542,,,,,,
10283,10283,71551,24058,,,,,,
10322,10627,87531,24495,,,,,,
10628,10628,71750,24496,,,,,,
15009,15009,94523,33034,,,,,,
10580,10580,71686,24447,,,,,,
10276,14590,0,32326,,,,,,
15218,15218,0,33343,,,,,,
15233,14736,82122,32596,,,,,,
10290,10290,71559,24065,,,,,,
10263,10263,87386,24033,,,,,,
14737,14533,73593,32211,,,,,,
14970,14970,82275,32990,,,,,,
20811,15026,82322,33055,,,,,,
15024,15213,82098,33338,,,,,,
15230,14742,82119,32602,,,,,,
15225,15225,82163,33350,,,,,,
14971,14971,0,32991,,,,,,
10596,10596,71744,24464,,,,,,
19222,19222,71695,43347,,,,,,
20811,20811,82294,49417,,,,,,
15202,15202,82101,33327,,,,,,
10675,14872,0,32811,,,,,,
15017,15017,82173,33043,,,,,,
10313,10313,71510,24092,,,,,,
14829,14829,82229,33063,,,,,,
10628,10633,71730,24501,,,,,,
15010,15010,82258,33035,,,,,,
10655,10655,93873,24523,,,,,,
19371,19371,0,45619,,,,,,
10650,10650,71754,24518,,,,,,
14924,14924,0,32917,,,,,,
15260,15260,82146,33385,,,,,,
10314,10314,0,24093,,,,,,
10304,10258,71472,24028,,,,,,
14976,14976,82181,32996,,,,,,
15219,15219,91644,33344,,,,,,
15040,15040,82211,33071,,,,,,
15027,15027,74246,33056,,,,,,
14758,14758,0,32628,,,,,,
15022,15030,82218,33059,,,,,,
10615,10615,0,24483,,,,,,
19095,19095,71638,44477,,,,,,
15031,15031,94685,33060,,,,,,
14996,14507,82312,32167,,,,,,
15018,15018,82175,33044,,,,,,
15202,14759,82126,32629,,,,,,
15084,15084,82289,33122,,,,,,
14972,14972,82271,32992,,,,,,
19242,19242,0,43532,,,,,,
10656,10656,71770,24524,,,,,,
15034,15034,82340,33065,,,,,,
10581,10581,0,24448,,,,,,
10267,10267,71494,24038,,,,,,
10644,10644,73690,24512,,,,,,
14758,15220,82044,33345,,,,,,
14646,14646,80382,32398,,,,,,
14977,14977,82179,32997,,,,,,
15062,15062,82327,33098,,,,,,
10597,19396,79122,43575,,,,,,
10268,10268,71500,24039,,,,,,
15036,15036,82336,33067,,,,,,
15211,19828,0,38055,,,,,,
10278,10278,72701,24051,,,,,,
10231,10231,78458,23999,,,,,,
19275,19275,0,43797,,,,,,
14679,14679,92388,32486,,,,,,
15222,15222,73828,33347,,,,,,
10257,10253,80964,24023,,,,,,
10606,10606,0,24474,,,,,,
14995,14995,82308,33016,,,,,,
14989,14989,82223,33009,,,,,,
14790,14790,82114,32692,,,,,,
14996,14996,82303,33017,,,,,,
10657,10657,71771,24525,,,,,,
20797,10636,71696,24504,,,,,,
10637,10637,71132,24505,,,,,,
15071,15071,82197,33108,,,,,,
10658,10658,71768,24526,,,,,,
10582,10582,71683,24449,,,,,,
15011,15011,82253,33036,,,,,,
15214,15214,82048,33339,,,,,,
10623,10623,71724,24491,,,,,,
15004,10323,103754,42609,,,,,,
10259,10259,72543,24029,,,,,,
14894,14894,0,32853,,,,,,
10638,10638,94369,24506,,,,,,
15080,15080,104272,33118,,,,,,
10624,10624,71723,24492,,,,,,
10291,10262,0,24032,,,,,,
10250,10250,0,24020,,,,,,
14743,14743,82116,32603,,,,,,
10677,10677,71705,24545,,,,,,
10645,10645,73629,24513,,,,,,
19253,19253,0,43546,,,,,,
15234,15234,82153,33359,,,,,,
10315,10315,71509,24094,,,,,,
14628,14628,91597,32376,,,,,,
15081,15081,103431,33119,,,,,,
15063,15063,82328,33099,,,,,,
15032,15032,82232,33062,,,,,,
15250,15250,77952,33375,,,,,,
10284,10284,71548,24059,,,,,,
15072,15072,82267,33109,,,,,,
10634,10634,75186,24502,,,,,,
15203,15203,82102,33328,,,,,,
10254,10254,0,24024,,,,,,
15017,15073,98827,33110,,,,,,
10285,10285,71543,24060,,,,,,
19243,19243,87613,43535,,,,,,
15037,15037,99518,33068,,,,,,
19256,19256,71490,47745,,,,,,
15041,15041,82207,33072,,,,,,
19371,15038,82338,33069,,,,,,
14982,14982,74101,33002,,,,,,
15042,15042,82214,33073,,,,,,
10278,10278,0,24052,,,,,,
10311,10311,0,24088,,,,,,
15218,15235,82154,33360,,,,,,
10291,10264,71474,24034,,,,,,
15085,15085,82347,33123,,,,,,
10255,10255,72830,24025,,,,,,
15012,15012,82245,33037,,,,,,
19928,15241,82090,33366,,,,,,
10598,10598,71699,24466,,,,,,
10669,10669,71713,24537,,,,,,
15043,15043,82201,33074,,,,,,
15074,15074,82268,33112,,,,,,
10232,10232,102095,24000,,,,,,
19253,10651,73058,24519,,,,,,
15044,15044,102788,33076,,,,,,
10265,10269,71499,24040,,,,,,
15227,15227,82160,33352,,,,,,
15228,15228,96296,33353,,,,,,
10236,10236,71465,24004,,,,,,
10270,10270,74118,24041,,,,,,
10306,10306,74119,24082,,,,,,
15013,15013,91563,33038,,,,,,
15259,15247,102579,33372,,,,,,
15076,15045,82206,33077,,,,,,
15046,15046,82244,33078,,,,,,
15047,15047,82209,33079,,,,,,
10652,10652,71753,24520,,,,,,
19921,19921,82305,33015,,,,,,
10306,10273,71520,39881,,,,,,
10274,10274,92125,24045,,,,,,
15229,15229,82161,33354,,,,,,
14549,14549,91456,32237,,,,,,
15086,15086,82288,33124,,,,,,
19258,19258,0,43579,,,,,,
10286,10286,71540,24061,,,,,,
14997,14997,82307,33018,,,,,,
10307,10312,73671,24090,,,,,,
10616,10616,0,24484,,,,,,
15257,15251,82151,33376,,,,,,
15249,15255,79663,33380,,,,,,
10653,10653,71737,24521,,,,,,
15223,15223,83781,33348,,,,,,
10275,10275,71523,24046,,,,,,
15116,15116,78095,33183,,,,,,
15215,15215,82097,33340,,,,,,
10599,10599,71697,24467,,,,,,
10301,10301,71519,24077,,,,,,
10583,10583,71688,24451,,,,,,
10639,10639,71702,24507,,,,,,
10246,10246,71477,24015,,,,,,
10311,10311,71507,24089,,,,,,
10260,10260,71486,24030,,,,,,
15048,15048,101323,33081,,,,,,
15003,15003,82293,33025,,,,,,
14738,14738,82123,32598,,,,,,
15018,15018,82174,33045,,,,,,
10584,10584,82381,24452,,,,,,
15049,15049,82212,33083,,,,,,
15252,15252,73101,33377,,,,,,
10291,10291,78162,24066,,,,,,
15256,15256,82144,33381,,,,,,
15075,15075,73381,33113,,,,,,
10302,10302,73024,24078,,,,,,
15004,15004,82296,33026,,,,,,
14973,14973,82251,32993,,,,,,
15013,15013,92426,33039,,,,,,
10629,10629,87454,24497,,,,,,
10630,10630,0,24498,,,,,,
19275,10659,71769,24527,,,,,,
10256,10256,71554,24026,,,,,,
19928,19928,70966,39438,,,,,,
15055,15055,82304,33090,,,,,,
10660,10660,71765,24528,,,,,,
10661,10661,71767,24529,,,,,,
14841,10279,71532,24054,,,,,,
15230,15230,82162,33355,,,,,,
10611,10611,0,24479,,,,,,
10277,10277,71539,24050,,,,,,
15032,15056,91470,33092,,,,,,
15017,10085,79274,23771,,,,,,
15059,15059,82361,33095,,,,,,
15216,15216,0,48401,,,,,,
10657,10665,71741,24533,,,,,,
10666,10666,0,24534,,,,,,
10625,10625,89101,24493,,,,,,
10203,10203,92229,24055,,,,,,
15257,15257,72836,33382,,,,,,
19914,15051,82277,33085,,,,,,
15076,15076,786106,33114,,,,,,
10152,14571,91514,32273,,,,,,
15024,15024,82334,33053,,,,,,
10647,10647,71757,24515,,,,,,
14974,14974,82250,32994,,,,,,
10251,10251,71487,24021,,,,,,
14534,14534,91405,32215,,,,,,
15212,15212,81472,33337,,,,,,
10281,10281,71534,24056,,,,,,
19261,19261,71690,24450,,,,,,
10648,14878,73687,32825,,,,,,
14553,14553,92173,32243,,,,,,
14791,14791,82128,32694,,,,,,
15057,15057,0,33093,,,,,,
10311,10303,0,24079,,,,,,
15028,14884,73321,39493,,,,,,
15077,15077,69434,33115,,,,,,
10298,10298,103657,24074,,,,,,
19192,10034,73647,23683,,,,,,
14990,14990,82226,33010,,,,,,
15253,15253,73383,33378,,,,,,
10307,10307,71469,24084,,,,,,
10271,10271,100656,24042,,,,,,
15050,15050,82210,33084,,,,,,
14792,14792,82115,32695,,,,,,
14983,14983,82282,33003,,,,,,
10431,10431,79687,24247,,,,,,
14984,14984,82283,33004,,,,,,
14991,14991,82224,33011,,,,,,
19192,19192,71535,42203,,,,,,
15058,15068,82359,33105,,,,,,
10233,14630,87093,32378,,,,,,
15061,15061,0,33097,,,,,,
15231,15231,82167,33356,,,,,,
10240,10293,71558,24068,,,,,,
19244,19244,0,43527,,,,,,
19192,19192,0,42204,,,,,,
14761,14761,88691,32631,,,,,,
14992,14992,82225,33012,,,,,,
15019,15019,91387,33046,,,,,,
10586,10586,87304,24454,,,,,,
10265,10265,71473,24035,,,,,,
14829,14594,73049,32330,,,,,,
15204,15204,82132,33329,,,,,,
15205,15205,0,33330,,,,,,
15264,15264,82149,33389,,,,,,
19175,10670,71715,24538,,,,,,
14965,15078,80361,33116,,,,,,
10668,10587,71682,24455,,,,,,
10612,10612,71736,24480,,,,,,
10237,10237,0,24006,,,,,,
10294,10294,73669,24069,,,,,,
14762,14762,85530,32632,,,,,,
19175,14729,87516,32586,,,,,,
14643,14634,71580,32384,,,,,,
10654,10654,0,24522,,,,,,
19914,19914,0,33075,,,,,,
15206,15206,0,33331,,,,,,
10288,10288,71545,24063,,,,,,
10314,10308,0,24085,,,,,,
15207,15207,82137,46252,,,,,,
10242,10242,71483,24011,,,,,,
10307,10312,71503,24091,,,,,,
14978,14978,99109,32998,,,,,,
15252,14793,82111,32696,,,,,,
10316,10316,71511,24095,,,,,,
10309,10317,0,24096,,,,,,
19257,19257,71488,24017,,,,,,
19261,10678,71706,24546,,,,,,
15020,15020,82172,33047,,,,,,
10626,15124,99800,33197,,,,,,
15207,15207,82136,33332,,,,,,
10313,10320,71526,24102,,,,,,
14553,10679,0,24547,,,,,,
15063,15063,82325,33100,,,,,,
19192,19489,73386,33207,,,,,,
3313,3313,74639,8258,,,,,,
3215,3215,74352,8003,,,,,,
20238,3425,94076,8588,,,,,,
3257,3268,74551,8161,,,,,,
3311,3311,74611,8253,,,,,,
3312,3312,74612,8256,,,,,,
3333,3333,0,8289,,,,,,
3198,3198,74318,7967,,,,,,
3272,3269,74817,8162,,,,,,
3249,3249,74024,8118,,,,,,
3414,3414,74228,8525,,,,,,
20232,20232,74176,8605,,,,,,
20238,20238,72615,8571,,,,,,
20237,20237,74200,8526,,,,,,
3413,3413,74150,8522,,,,,,
3207,3116,74949,7717,,,,,,
20238,3425,73965,8589,,,,,,
3230,3230,74055,8047,,,,,,
20215,20215,74320,7984,,,,,,
3412,3412,74227,8518,,,,,,
3220,3220,73945,8021,,,,,,
3333,3333,0,8290,,,,,,
3275,3278,74579,8175,,,,,,
3427,3427,0,8593,,,,,,
3328,3328,74651,8283,,,,,,
3424,3424,73967,8582,,,,,,
3398,3398,0,8475,,,,,,
20234,20234,73563,8483,,,,,,
3332,3383,74129,8429,,,,,,
3216,3216,74389,8007,,,,,,
3257,3257,74014,8136,,,,,,
3177,3177,74284,7895,,,,,,
20237,20237,74203,8527,,,,,,
3252,3252,0,48092,,,,,,
20226,20226,92081,48560,,,,,,
3183,3183,74336,7915,,,,,,
3388,3388,74131,8442,,,,,,
3252,3499,74773,42134,,,,,,
20233,20233,73948,8446,,,,,,
20237,20237,74206,8528,,,,,,
20215,20215,74319,7976,,,,,,
20223,20223,73976,8083,,,,,,
3238,3238,73860,8069,,,,,,
3199,3199,74315,7968,,,,,,
3399,3399,74250,8479,,,,,,
3399,3399,74251,8480,,,,,,
20229,20229,74628,8188,,,,,,
3285,3075,75048,7575,,,,,,
3314,3319,74594,8265,,,,,,
3179,3179,74311,7901,,,,,,
3223,3223,74087,8029,,,,,,
20216,20216,74383,8013,,,,,,
3422,3422,72878,8575,,,,,,
3418,3418,74202,8543,,,,,,
20227,20027,98541,7539,,,,,,
3212,3212,74344,7998,,,,,,
3322,3322,74530,8271,,,,,,
20221,20221,74057,8038,,,,,,
3228,3228,75278,48563,,,,,,
3422,3422,75197,8576,,,,,,
3200,3200,74328,7970,,,,,,
20235,20235,74243,8471,,,,,,
20239,20239,74187,8487,,,,,,
3289,3289,74613,8195,,,,,,
3292,3292,74610,8200,,,,,,
3411,3411,74201,8515,,,,,,
3391,3391,73939,8451,,,,,,
3258,3258,73895,8139,,,,,,
3229,3229,99479,8045,,,,,,
3280,3286,74630,8189,,,,,,
3255,3255,74013,8131,,,,,,
3281,3281,74569,8180,,,,,,
3418,3418,74144,8544,,,,,,
3177,3177,74283,7896,,,,,,
3256,3175,74998,7881,,,,,,
3259,3259,73870,44813,,,,,,
3220,3220,103443,8022,,,,,,
3259,3259,73847,8142,,,,,,
3401,3401,74242,8488,,,,,,
3405,3405,74114,8500,,,,,,
3405,3415,74226,8532,,,,,,
3384,3384,74214,8430,,,,,,
20219,20219,73920,8016,,,,,,
3230,3230,74040,8048,,,,,,
3298,3298,74563,8213,,,,,,
20217,3224,74084,8031,,,,,,
3237,3237,74083,8067,,,,,,
3420,3420,73911,8567,,,,,,
3329,3329,74648,8284,,,,,,
3308,3308,90459,8246,,,,,,
3386,3386,74121,8435,,,,,,
3426,3426,74164,8591,,,,,,
3420,3420,75257,8568,,,,,,
3422,3422,73887,8577,,,,,,
20236,20236,74238,8476,,,,,,
20217,20217,74395,8010,,,,,,
3312,3316,74631,8261,,,,,,
3410,3410,74110,8512,,,,,,
3303,3303,74539,8240,,,,,,
3314,3314,74627,8259,,,,,,
3299,3299,0,8214,,,,,,
3393,3393,73951,8459,,,,,,
3394,3394,74184,8461,,,,,,
3427,3427,74156,8594,,,,,,
3421,3421,73879,8572,,,,,,
3235,3235,74061,8062,,,,,,
3199,3199,0,7969,,,,,,
20218,20218,73880,8024,,,,,,
3417,3417,74136,8538,,,,,,
3412,3412,74209,8519,,,,,,
3330,3330,74646,8285,,,,,,
3401,3401,74193,8489,,,,,,
20218,20218,73922,8025,,,,,,
3246,3246,74011,43605,,,,,,
3252,3252,74070,8125,,,,,,
3196,3205,74309,45721,,,,,,
3308,3308,70572,8247,,,,,,
3392,3392,73955,8454,,,,,,
20221,3231,74046,8050,,,,,,
20229,3290,74602,8196,,,,,,
3324,3324,74572,8276,,,,,,
3200,3200,74363,49361,,,,,,
3433,3433,74255,8613,,,,,,
3438,3438,74215,8627,,,,,,
20232,20232,74660,8606,,,,,,
3188,3188,74370,7947,,,,,,
3292,3293,96237,8203,,,,,,
20220,20220,74048,8032,,,,,,
3250,3250,74021,8119,,,,,,
3260,3260,0,8145,,,,,,
3261,3261,73872,8146,,,,,,
3181,3181,74302,7908,,,,,,
3201,3201,74291,7971,,,,,,
20233,3402,73957,8491,,,,,,
3411,3411,74145,8516,,,,,,
3433,3433,74257,8614,,,,,,
3424,3424,73971,8583,,,,,,
20227,20227,73903,8157,,,,,,
3182,3182,74305,7913,,,,,,
3427,3427,74197,8595,,,,,,
3405,3415,74225,8533,,,,,,
20219,3262,102757,8149,,,,,,
3384,3384,74212,8431,,,,,,
3420,3420,73912,8569,,,,,,
3177,3177,74304,7897,,,,,,
3201,3201,0,7972,,,,,,
20221,3231,74042,8051,,,,,,
3260,3260,73877,45308,,,,,,
3405,3405,74106,8501,,,,,,
3218,3218,74387,8014,,,,,,
20238,20238,72753,8573,,,,,,
3299,3299,74542,8215,,,,,,
3434,3434,74264,8616,,,,,,
20238,20238,73881,8574,,,,,,
3188,3188,74376,7948,,,,,,
3239,3239,73992,8072,,,,,,
3261,3261,73840,8147,,,,,,
3424,3424,73960,8584,,,,,,
3426,3426,74162,8592,,,,,,
3191,3191,74360,7953,,,,,,
3311,3311,73045,8254,,,,,,
20217,20217,74396,8008,,,,,,
3232,3234,99650,8059,,,,,,
20219,3262,73843,8150,,,,,,
20222,20222,73842,8148,,,,,,
3226,3226,74099,8034,,,,,,
3226,3226,74096,8035,,,,,,
3191,3191,74359,7954,,,,,,
20232,3395,74192,8465,,,,,,
3291,3291,74603,8197,,,,,,
20222,3389,78145,8445,,,,,,
3414,3414,74232,49212,,,,,,
3287,3287,74472,8192,,,,,,
3203,3203,74288,7981,,,,,,
3288,3288,74621,8193,,,,,,
3197,3197,74378,7964,,,,,,
20237,3416,74151,8536,,,,,,
20232,3395,74195,8466,,,,,,
3233,3233,74036,8055,,,,,,
3271,3271,74548,8165,,,,,,
3246,3246,74006,8088,,,,,,
20233,3402,1009653,8492,,,,,,
3430,3202,74170,49359,,,,,,
3331,3331,74653,8286,,,,,,
20219,20219,73916,8017,,,,,,
3204,3152,73583,7820,,,,,,
3242,3242,73863,8080,,,,,,
3422,3422,73914,8578,,,,,,
3427,3427,74190,8596,,,,,,
3235,3235,74062,8063,,,,,,
3417,3417,74139,8539,,,,,,
3280,3280,74532,8177,,,,,,
3396,3396,74153,8469,,,,,,
3226,3228,74094,45160,,,,,,
3428,3428,78075,8598,,,,,,
3406,3406,74117,8504,,,,,,
20215,3189,74375,7950,,,,,,
3295,3295,74617,8207,,,,,,
3258,3258,73892,8140,,,,,,
3424,3424,72846,8585,,,,,,
3209,3209,74398,7994,,,,,,
3190,3190,74367,7951,,,,,,
20234,20234,74246,8484,,,,,,
20230,20230,74531,8272,,,,,,
3411,3411,74152,8517,,,,,,
20226,20226,73857,8077,,,,,,
3196,3205,0,45722,,,,,,
20219,3262,74095,45196,,,,,,
3429,3429,74159,8603,,,,,,
3394,3394,74185,8462,,,,,,
3312,3316,74699,8262,,,,,,
3387,3387,74124,8439,,,,,,
3226,3226,0,8036,,,,,,
20228,20228,73061,8153,,,,,,
3279,3279,74577,8176,,,,,,
20662,3219,73933,8018,,,,,,
3222,3222,73925,8026,,,,,,
3221,3221,73926,8023,,,,,,
20662,3219,73932,8019,,,,,,
3235,3241,73973,8079,,,,,,
20224,20224,73974,8085,,,,,,
3201,3201,74294,7973,,,,,,
3410,3410,74115,8513,,,,,,
20233,3402,73958,8493,,,,,,
3204,3204,74327,49366,,,,,,
3397,3397,0,8472,,,,,,
3233,3233,74038,8056,,,,,,
3203,3203,74827,7982,,,,,,
3238,3238,73852,8070,,,,,,
3332,3133,73828,46478,,,,,,
3392,3392,73909,8455,,,,,,
3236,3236,73590,8064,,,,,,
20219,3251,74030,8121,,,,,,
3315,3315,0,8260,,,,,,
20221,20221,74293,8039,,,,,,
3282,3282,73833,8182,,,,,,
3406,3406,74706,8505,,,,,,
3208,3208,74400,7993,,,,,,
3209,3209,74397,7995,,,,,,
3263,3263,73869,8151,,,,,,
3222,3222,0,8027,,,,,,
3385,3385,74127,8434,,,,,,
3259,3259,73848,8143,,,,,,
3308,3308,74554,8248,,,,,,
3422,3422,73884,8579,,,,,,
3220,3152,72680,7821,,,,,,
20239,20239,72523,8490,,,,,,
20223,20223,73995,8073,,,,,,
20233,3362,0,8361,,,,,,
3394,3394,74181,8463,,,,,,
20233,20233,73949,8447,,,,,,
3240,3240,73854,8078,,,,,,
3282,3226,91492,8037,,,,,,
3210,3210,74348,7996,,,,,,
20227,20227,73902,8158,,,,,,
3181,3181,74307,7909,,,,,,
3218,3218,74357,8015,,,,,,
3386,3140,74933,7785,,,,,,
3242,3242,73867,8081,,,,,,
20225,20225,73997,8091,,,,,,
3413,3413,74148,8524,,,,,,
3196,3205,73629,7987,,,,,,
3430,3430,75348,8607,,,,,,
3228,3146,91588,7803,,,,,,
3223,3223,74086,8030,,,,,,
3429,3293,91597,8204,,,,,,
20234,3400,74244,45753,,,,,,
3201,3211,74399,7997,,,,,,
3183,3183,74337,7916,,,,,,
3238,3238,73853,8071,,,,,,
3250,3250,74027,45693,,,,,,
3310,3310,74807,8251,,,,,,
3412,3412,74208,8520,,,,,,
3414,3414,74231,8529,,,,,,
3412,3412,78234,8521,,,,,,
3390,3390,73944,8448,,,,,,
3404,3404,74101,8498,,,,,,
3230,3230,74037,8049,,,,,,
3242,3230,74037,8049,,,,,,
3428,3428,74168,8599,,,,,,
3392,3392,0,8456,,,,,,
3227,3227,74053,8040,,,,,,
3311,3311,74587,8255,,,,,,
3323,3323,74527,8275,,,,,,
20221,3227,74433,8041,,,,,,
20217,3224,74085,45145,,,,,,
20662,3219,73917,8020,,,,,,
3428,3428,74165,8600,,,,,,
20224,3251,74020,8122,,,,,,
3183,3183,74355,7917,,,,,,
20231,3277,74595,8173,,,,,,
20220,20220,74089,8042,,,,,,
3216,3216,74391,8009,,,,,,
20217,3216,74392,49280,,,,,,
3281,3281,74568,8181,,,,,,
3394,3394,74182,8464,,,,,,
3420,3420,73890,8570,,,,,,
3181,3181,74308,7910,,,,,,
3391,3391,73940,8452,,,,,,
3182,3104,91762,7660,,,,,,
3258,3258,74074,8141,,,,,,
3236,3236,73894,8065,,,,,,
20236,3407,74118,8507,,,,,,
3408,3408,74119,8508,,,,,,
3424,3424,73968,8586,,,,,,
3193,3193,74371,7957,,,,,,
3203,3203,74290,7983,,,,,,
3386,3386,74122,8437,,,,,,
3232,3080,0,7591,,,,,,
3260,3260,102876,45309,,,,,,
3405,3415,74256,8534,,,,,,
3302,3302,74536,8237,,,,,,
3435,3435,74270,8620,,,,,,
3232,3155,74907,7828,,,,,,
3424,3424,73970,8587,,,,,,
3414,3414,74229,8530,,,,,,
3434,3434,74219,8617,,,,,,
3417,3417,74140,8540,,,,,,
3207,3207,0,7991,,,,,,
3256,3256,73989,8134,,,,,,
3196,3205,74310,7988,,,,,,
3193,3193,74373,7958,,,,,,
3180,3180,74277,7905,,,,,,
3193,3102,75155,7653,,,,,,
20233,20233,73942,8449,,,,,,
3233,3233,77996,8057,,,,,,
3233,3233,74035,8058,,,,,,
3252,3252,74068,8126,,,,,,
20235,20235,78095,8473,,,,,,
3261,20235,78095,8473,,,,,,
3216,3216,74390,8011,,,,,,
3190,3190,74368,7952,,,,,,
3180,3180,0,7906,,,,,,
3215,3215,74350,8004,,,,,,
3182,3182,74343,7914,,,,,,
3215,3215,74354,8005,,,,,,
3272,3269,0,8163,,,,,,
3270,3270,74546,8164,,,,,,
3314,3319,74593,8266,,,,,,
3292,3292,74608,8201,,,,,,
3320,3320,0,8268,,,,,,
3214,3214,74339,8001,,,,,,
3331,3331,74654,8287,,,,,,
3236,3099,0,7643,,,,,,
3280,3286,0,8190,,,,,,
3275,3275,74598,8171,,,,,,
3291,3291,74604,8198,,,,,,
3177,3177,74282,7898,,,,,,
20224,3251,74028,8123,,,,,,
3239,3239,73993,8074,,,,,,
3294,3294,0,8205,,,,,,
3292,3292,74606,8202,,,,,,
3181,3181,74300,7911,,,,,,
3295,3295,74614,8208,,,,,,
20221,3231,74044,45186,,,,,,
3280,3286,0,8191,,,,,,
20221,3231,74041,45185,,,,,,
3272,3272,0,8166,,,,,,
3320,3325,0,8278,,,,,,
3291,3291,74605,8199,,,,,,
3272,3272,74589,8167,,,,,,
3327,3327,74574,8281,,,,,,
3194,3194,74333,7960,,,,,,
3196,3196,74361,7962,,,,,,
3391,3391,73937,8453,,,,,,
3384,3384,74211,8432,,,,,,
20220,20220,73384,8043,,,,,,
3229,3229,74004,8046,,,,,,
3206,3206,74317,7989,,,,,,
3428,3428,0,8601,,,,,,
3243,3243,73977,46718,,,,,,
3434,3434,72613,46358,,,,,,
3252,3254,73978,8130,,,,,,
20237,20237,74205,8531,,,,,,
3228,3228,74093,8044,,,,,,
3324,3324,74573,8277,,,,,,
3399,3399,74230,8481,,,,,,
3204,3204,74325,7986,,,,,,
3288,3288,99285,8194,,,,,,
3403,3423,73738,8581,,,,,,
3296,3296,74641,8211,,,,,,
3244,3244,73998,8086,,,,,,
3303,3303,72890,8241,,,,,,
3398,3398,74199,8477,,,,,,
20237,3416,0,8537,,,,,,
3257,3257,91890,8137,,,,,,
20233,20188,72662,7788,,,,,,
3232,3234,74077,8061,,,,,,
20662,20662,74268,8628,,,,,,
3422,3422,73885,8580,,,,,,
3195,3195,74331,7961,,,,,,
3222,3222,73923,8028,,,,,,
3247,3247,74008,8092,,,,,,
3184,3184,74285,7918,,,,,,
3207,3207,74271,7992,,,,,,
3185,3185,74281,7920,,,,,,
3392,3392,73952,8457,,,,,,
3435,3435,72857,8621,,,,,,
3255,3255,73990,8133,,,,,,
3433,3433,74258,8615,,,,,,
3406,3406,74113,8506,,,,,,
3387,3387,74137,8440,,,,,,
3417,3417,74141,8541,,,,,,
3405,3405,74107,8502,,,,,,
3430,3430,74175,8608,,,,,,
20231,3335,74652,8293,,,,,,
