to,from,Village Census code,Id,,,,,,
2258,2258,87339,5486,,,,,,
3032,3032,87556,7463,,,,,,
2493,2493,87141,6055,,,,,,
2543,2543,87088,6188,,,,,,
2323,2323,87356,5628,,,,,,
2891,2891,88101,7173,,,,,,
2497,2511,86961,6109,,,,,,
2913,3019,0,7443,,,,,,
2922,2570,87074,6279,,,,,,
2241,2249,87328,5474,,,,,,
2543,2543,87091,6189,,,,,,
2530,2530,87042,6161,,,,,,
2887,2887,88095,7168,,,,,,
2235,2235,87370,5445,,,,,,
2538,2538,86937,6172,,,,,,
2314,2314,87433,5609,,,,,,
2299,2917,0,49384,,,,,,
2486,2486,87198,6030,,,,,,
2931,2931,87198,49338,,,,,,
2922,2570,87070,6280,,,,,,
2512,2512,86970,6115,,,,,,
19851,2252,87334,5478,,,,,,
19986,19986,87060,6281,,,,,,
2279,2279,87474,5517,,,,,,
2300,2300,87390,5583,,,,,,
2461,2461,87857,7214,,,,,,
2916,2916,87930,7232,,,,,,
2253,2253,87311,5479,,,,,,
3034,3034,87545,7465,,,,,,
3034,3034,87546,7466,,,,,,
2515,2515,86974,6120,,,,,,
2518,2539,86940,6174,,,,,,
2568,2568,87062,6272,,,,,,
2913,2913,0,7225,,,,,,
2572,2564,87124,6258,,,,,,
2572,2564,87125,6259,,,,,,
20129,20129,87607,41721,,,,,,
2346,2885,88099,7166,,,,,,
2568,2568,87065,6273,,,,,,
2486,2486,87199,6031,,,,,,
2552,2552,86981,6225,,,,,,
2261,2261,87271,5492,,,,,,
19983,19983,86963,6110,,,,,,
2490,2490,87157,6046,,,,,,
2938,2938,0,7284,,,,,,
2913,2913,87910,7226,,,,,,
3017,3017,87643,7440,,,,,,
2709,20056,87969,6631,,,,,,
2230,2230,87397,5437,,,,,,
19802,2940,88125,7287,,,,,,
2941,2941,88111,7290,,,,,,
2291,2264,87444,5496,,,,,,
2487,2487,87175,6034,,,,,,
2540,2540,91512,6177,,,,,,
19856,19856,87387,5588,,,,,,
2308,2308,87275,5599,,,,,,
2291,2291,87467,5535,,,,,,
2292,2292,87464,5537,,,,,,
2265,2271,87451,5506,,,,,,
2324,2324,87298,5630,,,,,,
2228,2228,87323,5434,,,,,,
3008,3008,87626,7425,,,,,,
2971,2971,87863,7353,,,,,,
2253,2315,87438,5610,,,,,,
2256,2350,87352,5681,,,,,,
3002,3002,87601,7414,,,,,,
2531,2531,87051,6163,,,,,,
19395,2544,87016,6194,,,,,,
2280,2280,87480,5519,,,,,,
19987,19987,87059,6286,,,,,,
2512,19899,73810,5808,,,,,,
2983,2994,87568,7404,,,,,,
2972,2972,87887,7360,,,,,,
2330,2330,87360,5641,,,,,,
3029,3029,87614,7458,,,,,,
2259,2259,87269,5488,,,,,,
2325,2325,87300,5632,,,,,,
2326,2326,87299,5633,,,,,,
2916,2916,87931,7233,,,,,,
2346,2346,87413,5673,,,,,,
2572,2564,87126,6260,,,,,,
2520,2564,87126,6260,,,,,,
19802,2940,88119,7288,,,,,,
2577,2332,87022,5647,,,,,,
2532,2532,87220,7276,,,,,,
2485,2485,87147,6026,,,,,,
2960,2906,87852,7209,,,,,,
2301,2301,92119,5585,,,,,,
2575,2575,86905,6294,,,,,,
2575,2575,86920,6295,,,,,,
2581,2581,86902,6310,,,,,,
2581,2581,86906,6311,,,,,,
20131,20131,87539,48600,,,,,,
2992,2999,87647,7411,,,,,,
2515,2515,86976,6121,,,,,,
2234,2234,87368,5443,,,,,,
20100,2914,87902,7228,,,,,,
2562,2562,87120,6251,,,,,,
19983,2895,87217,7181,,,,,,
2566,2566,87055,6267,,,,,,
2567,2567,87056,6268,,,,,,
2327,2327,87367,5635,,,,,,
19860,19860,0,39046,,,,,,
2954,2954,87216,7312,,,,,,
19395,2544,87020,6195,,,,,,
3009,3009,87629,7426,,,,,,
2265,2265,87440,5497,,,,,,
2512,2518,86967,6126,,,,,,
2247,2247,87242,5472,,,,,,
2515,2518,86973,6127,,,,,,
2309,2309,87314,5600,,,,,,
2982,2982,87557,7385,,,,,,
2518,2539,86949,6175,,,,,,
19843,2621,91492,6401,,,,,,
3047,3047,87541,7483,,,,,,
2966,2966,0,7338,,,,,,
2540,2540,86939,6178,,,,,,
3015,3015,87581,7435,,,,,,
2540,2541,86936,6180,,,,,,
2935,2935,87225,7277,,,,,,
2869,2869,0,7118,,,,,,
19983,2895,87211,7182,,,,,,
2533,2533,87052,6166,,,,,,
2659,2535,87047,6169,,,,,,
2528,2528,87053,6156,,,,,,
2534,2534,87044,6167,,,,,,
2281,2281,87482,5520,,,,,,
2488,2488,87138,6040,,,,,,
2576,2576,87031,6298,,,,,,
2495,2495,86993,6059,,,,,,
2254,2254,87321,5480,,,,,,
2320,2320,87358,5619,,,,,,
2496,2496,87002,6063,,,,,,
19853,2282,87477,5521,,,,,,
2516,2516,86986,6123,,,,,,
2916,2916,87932,7234,,,,,,
3009,3009,91393,7427,,,,,,
2336,2336,87429,5655,,,,,,
2942,2942,88123,7291,,,,,,
2577,19829,87026,49372,,,,,,
3027,19082,87613,6953,,,,,,
2996,2996,87542,7407,,,,,,
2568,2568,87064,6274,,,,,,
20131,2798,87589,6903,,,,,,
3048,3048,87538,7485,,,,,,
2237,2245,87251,5465,,,,,,
2488,2488,87137,6041,,,,,,
2483,2483,87164,6016,,,,,,
3035,3035,87544,7467,,,,,,
19802,2940,88121,7289,,,,,,
19855,19855,87389,5589,,,,,,
2516,20080,0,6858,,,,,,
20100,20100,87855,7206,,,,,,
2995,2995,87543,7406,,,,,,
3009,3009,87628,7428,,,,,,
2517,2517,86985,6124,,,,,,
2569,2569,87110,6276,,,,,,
2569,2569,87106,6277,,,,,,
2565,2565,87105,6264,,,,,,
2490,2490,87155,6047,,,,,,
2499,2499,87000,6068,,,,,,
2523,2523,87034,6142,,,,,,
2524,2524,87034,6145,,,,,,
2904,2904,87892,7203,,,,,,
2973,2973,87896,7363,,,,,,
2888,2888,88133,7170,,,,,,
3013,3013,87618,7433,,,,,,
2943,2943,88117,7292,,,,,,
2520,2520,87132,6135,,,,,,
2328,2328,87287,5636,,,,,,
2497,2497,86944,6065,,,,,,
2310,2310,87405,5602,,,,,,
2491,2491,87194,6051,,,,,,
2572,2572,86922,6288,,,,,,
2554,2554,87172,6229,,,,,,
2557,2560,87169,6241,,,,,,
2545,2545,87007,6200,,,,,,
2922,2570,87061,6282,,,,,,
2246,2246,87281,5470,,,,,,
2909,2909,87281,7218,,,,,,
19814,2604,0,6359,,,,,,
2490,2490,87156,6048,,,,,,
2528,2528,87046,6157,,,,,,
2998,3010,87635,7430,,,,,,
19847,19847,87400,49326,,,,,,
2255,2255,87335,5482,,,,,,
2255,2255,0,5483,,,,,,
2235,2235,87372,5446,,,,,,
2567,2567,87057,49257,,,,,,
19995,2521,87079,6139,,,,,,
2311,2311,87347,5603,,,,,,
19987,19865,22058,49035,,,,,,
19987,2563,87112,6254,,,,,,
2561,2561,87101,6248,,,,,,
2561,2561,87117,6249,,,,,,
2281,2293,87457,5538,,,,,,
2944,2944,88120,7293,,,,,,
20129,20129,87608,7457,,,,,,
2996,2996,87572,7408,,,,,,
20098,20098,87889,7361,,,,,,
2522,2522,87076,6140,,,,,,
2285,2285,87475,5525,,,,,,
2572,20083,87129,6851,,,,,,
3015,3015,87582,7436,,,,,,
3014,3014,87616,7434,,,,,,
2540,2540,86943,6179,,,,,,
2256,2256,87317,5484,,,,,,
2330,2330,87361,5642,,,,,,
2342,2342,87458,5665,,,,,,
19984,2551,86980,6223,,,,,,
2526,2526,87036,6150,,,,,,
2916,2916,87940,7235,,,,,,
2233,2333,87292,5650,,,,,,
2238,2238,87265,5451,,,,,,
3049,3049,87576,7488,,,,,,
2498,2498,86991,6067,,,,,,
19860,19860,87284,5624,,,,,,
2545,2545,87011,6201,,,,,,
2490,2490,87154,6049,,,,,,
2907,2907,87849,7211,,,,,,
3020,3020,87595,7444,,,,,,
2983,2983,87561,7386,,,,,,
2889,2889,88092,7171,,,,,,
2345,2345,91456,5671,,,,,,
3036,3036,87552,7468,,,,,,
20128,3016,87617,7438,,,,,,
2316,2316,87431,5612,,,,,,
2283,2283,87483,5522,,,,,,
2518,2518,86966,6128,,,,,,
2988,2988,87522,7395,,,,,,
19816,19816,88115,7281,,,,,,
2499,2499,86999,6069,,,,,,
2266,2266,87443,5498,,,,,,
3017,3017,87644,7441,,,,,,
2230,2230,87399,5438,,,,,,
3005,3005,87604,7421,,,,,,
2346,2346,87411,5674,,,,,,
19983,19983,86964,6111,,,,,,
19983,19983,86957,6112,,,,,,
2257,2257,87341,5485,,,,,,
2294,2294,87499,5539,,,,,,
2971,2971,87862,7354,,,,,,
20131,20131,87540,48601,,,,,,
2501,2501,86950,6075,,,,,,
19803,19803,88094,49287,,,,,,
2973,2973,87897,7364,,,,,,
3050,3050,87530,7490,,,,,,
2499,2499,87001,6070,,,,,,
2484,2484,87187,6022,,,,,,
2303,2303,87392,5592,,,,,,
2519,2519,86975,6130,,,,,,
2324,2302,87384,5590,,,,,,
2502,2502,86947,6079,,,,,,
2237,2245,87254,5466,,,,,,
2955,2955,87215,7314,,,,,,
2502,2502,86955,6080,,,,,,
19848,19848,87404,49329,,,,,,
2870,2927,87942,7266,,,,,,
2300,2300,87391,5584,,,,,,
2301,2301,87381,5586,,,,,,
2345,2345,87419,5672,,,,,,
2337,2337,87454,5656,,,,,,
2337,2337,87455,5657,,,,,,
2311,2311,87348,5604,,,,,,
2523,2523,87039,6143,,,,,,
19814,19814,87922,7282,,,,,,
2557,2557,87166,6236,,,,,,
2577,2557,87166,6236,,,,,,
3015,3015,87583,7437,,,,,,
2237,2245,87252,5467,,,,,,
2945,2945,88109,7294,,,,,,
2538,2936,87230,7278,,,,,,
19856,19856,87388,5591,,,,,,
2562,2562,87121,6252,,,,,,
3040,2400,87548,5798,,,,,,
2496,2496,87004,6064,,,,,,
2275,2312,87344,5607,,,,,,
3051,3051,87534,7493,,,,,,
2988,2988,87521,7396,,,,,,
2482,2482,87144,6012,,,,,,
2480,2480,87184,6006,,,,,,
2960,2906,87847,7210,,,,,,
2542,2542,87089,6184,,,,,,
2545,2545,87009,6202,,,,,,
2537,2537,86913,6171,,,,,,
2250,2250,87326,5476,,,,,,
2284,2284,87485,5523,,,,,,
2562,2570,87072,6283,,,,,,
3002,3002,87602,7415,,,,,,
2273,2273,87514,38482,,,,,,
2347,2347,87462,5677,,,,,,
2338,2338,87427,5658,,,,,,
2338,2338,87428,5659,,,,,,
2573,2573,86926,6291,,,,,,
2984,2984,87562,7387,,,,,,
19855,2329,87364,5639,,,,,,
3022,3022,87599,7447,,,,,,
2527,2527,87096,6152,,,,,,
2939,2947,88112,7296,,,,,,
3052,3052,87585,7494,,,,,,
2922,2570,87068,6284,,,,,,
2491,2491,87193,6052,,,,,,
3023,3023,87621,7449,,,,,,
2519,2519,86979,6131,,,,,,
2272,2272,87445,5507,,,,,,
2577,2577,87029,6300,,,,,,
2562,2570,87071,6285,,,,,,
2907,2907,87856,7212,,,,,,
2298,2298,87378,5581,,,,,,
2545,2657,87012,6481,,,,,,
2577,2417,87021,5835,,,,,,
2483,2483,87161,6017,,,,,,
2291,2291,87465,5536,,,,,,
19996,19996,87130,6261,,,,,,
19987,2563,87116,6255,,,,,,
2336,2352,87417,5684,,,,,,
2303,2303,87393,5593,,,,,,
2543,2352,91405,5685,,,,,,
3011,3024,87642,7451,,,,,,
2892,2892,88102,7176,,,,,,
2532,2532,0,6164,,,,,,
2500,2500,86945,6072,,,,,,
2578,2578,86916,6303,,,,,,
2294,2294,87500,5540,,,,,,
3047,3047,87537,7484,,,,,,
19814,19814,88114,49322,,,,,,
2524,2524,87075,6146,,,,,,
2481,2481,87200,6009,,,,,,
2540,2541,86935,6181,,,,,,
2515,2515,86977,6122,,,,,,
2977,2977,87868,7373,,,,,,
3037,3037,87553,7469,,,,,,
19105,19105,87520,40825,,,,,,
2309,2309,87313,5601,,,,,,
2922,2574,86924,6293,,,,,,
2497,2511,86959,6113,,,,,,
20083,20083,87638,6852,,,,,,
2273,2273,87294,5508,,,,,,
3004,3004,87603,7419,,,,,,
2501,2501,86952,6076,,,,,,
2311,2311,87349,5605,,,,,,
2349,2349,87351,5679,,,,,,
2349,2349,87426,5680,,,,,,
2350,2350,87354,5682,,,,,,
2351,2351,87353,5683,,,,,,
2311,2311,87355,5606,,,,,,
20099,20099,87873,7345,,,,,,
2330,2330,87359,5643,,,,,,
2538,2538,86938,6173,,,,,,
2319,2260,87268,5490,,,,,,
2285,2285,87471,5526,,,,,,
2295,2295,87472,5541,,,,,,
2492,2492,87195,6053,,,,,,
3018,3018,87645,7442,,,,,,
2331,2331,87277,5645,,,,,,
2497,2511,86962,6114,,,,,,
2237,2245,87256,5468,,,,,,
2532,2532,20956,6165,,,,,,
2485,2485,87146,6027,,,,,,
19805,19805,88126,7174,,,,,,
2485,2485,87152,6028,,,,,,
2658,2500,86992,6073,,,,,,
2545,2545,87008,6204,,,,,,
2573,2545,87008,6204,,,,,,
2461,2545,87008,6204,,,,,,
20102,20102,87915,49283,,,,,,
2974,2974,87235,7365,,,,,,
2479,2479,87143,6003,,,,,,
2331,2331,87288,5646,,,,,,
2332,2332,87279,49328,,,,,,
2332,2332,87278,5648,,,,,,
2299,2299,87282,5625,,,,,,
2299,2299,87289,5626,,,,,,
2519,2519,86978,6132,,,,,,
2527,2527,87097,6153,,,,,,
2483,2483,87162,6018,,,,,,
19858,19858,87276,5621,,,,,,
3039,3039,87550,7471,,,,,,
2907,2907,87854,7213,,,,,,
20802,20802,88096,5823,,,,,,
2981,2981,87633,7384,,,,,,
2235,2235,87371,5447,,,,,,
2273,2273,87515,5509,,,,,,
2974,2974,87238,7366,,,,,,
2967,2967,87241,7340,,,,,,
2572,2564,87127,6262,,,,,,
2891,2891,88100,7175,,,,,,
2892,2892,88105,7177,,,,,,
2318,2318,91562,5615,,,,,,
2659,2542,87093,6185,,,,,,
20099,20099,87877,7346,,,,,,
2461,2451,87850,5913,,,,,,
2333,2333,87293,5651,,,,,,
2288,2339,87425,5660,,,,,,
2346,2346,87410,5675,,,,,,
2346,2346,87412,5676,,,,,,
2932,2559,87222,6239,,,,,,
2485,2485,87149,6029,,,,,,
3025,3025,87624,7452,,,,,,
2579,2579,86917,6306,,,,,,
2527,2580,87025,6309,,,,,,
3005,3005,87605,7422,,,,,,
2488,2488,88285,6042,,,,,,
19984,19984,87208,7273,,,,,,
20099,20099,87876,7347,,,,,,
3011,3011,87625,7431,,,,,,
2904,2904,87893,7204,,,,,,
2546,2546,86931,6208,,,,,,
2977,2977,87866,7374,,,,,,
2226,2226,73355,5432,,,,,,
2525,2459,91692,5939,,,,,,
2561,2561,87119,6250,,,,,,
2525,2525,73049,6148,,,,,,
2259,2259,87270,5489,,,,,,
3040,3040,87547,7473,,,,,,
2254,2254,87320,5481,,,,,,
2348,2348,87058,5678,,,,,,
19858,2348,87058,5678,,,,,,
2976,2976,87899,7372,,,,,,
2313,2313,87309,5608,,,,,,
20129,2989,87527,7398,,,,,,
2502,2502,86953,6081,,,,,,
2319,2260,87267,5491,,,,,,
20131,3003,87588,7417,,,,,,
2522,2522,87078,6141,,,,,,
2560,2560,87171,6242,,,,,,
2578,2560,87171,6242,,,,,,
2974,2701,87237,6602,,,,,,
2526,2526,87038,6151,,,,,,
2328,2328,87286,5637,,,,,,
2274,2274,87336,5511,,,,,,
2991,2991,87569,38290,,,,,,
2581,2581,86904,6312,,,,,,
2334,2334,87375,5652,,,,,,
2523,2523,87212,6144,,,,,,
2565,2565,87212,6265,,,,,,
2246,2246,87283,5471,,,,,,
2578,2578,87033,6304,,,,,,
2977,2977,87865,7375,,,,,,
2893,2893,88134,7178,,,,,,
2229,2229,87327,5435,,,,,,
2982,2982,87558,42746,,,,,,
3031,3031,87609,7460,,,,,,
3012,3012,87637,7432,,,,,,
2986,2986,87591,7392,,,,,,
3046,3046,87532,7482,,,,,,
2990,2990,87523,7400,,,,,,
2938,2938,0,7285,,,,,,
2518,2539,86942,6176,,,,,,
2336,2352,87415,5687,,,,,,
2493,2493,87140,6056,,,,,,
2296,2296,87501,5542,,,,,,
19843,19843,87463,5532,,,,,,
2289,2289,87459,5533,,,,,,
2261,2261,87272,5493,,,,,,
2983,2994,87567,7405,,,,,,
2340,2340,87424,5661,,,,,,
2340,2340,87423,5662,,,,,,
2960,2960,87236,7322,,,,,,
2894,2894,88135,7179,,,,,,
2538,2936,87234,7279,,,,,,
2577,2577,87030,6302,,,,,,
2546,2546,86932,6209,,,,,,
2495,2495,86994,6060,,,,,,
2319,2319,87442,5616,,,,,,
2319,2319,87430,5617,,,,,,
3045,3045,87586,7480,,,,,,
3020,3020,87594,7445,,,,,,
2527,2527,87095,6154,,,,,,
2286,2286,87478,5527,,,,,,
2269,2269,87447,5504,,,,,,
2324,2324,87296,5631,,,,,,
2262,2262,87319,5494,,,,,,
2263,2263,87318,5495,,,,,,
3022,3022,87598,7448,,,,,,
2321,2321,87308,5622,,,,,,
2267,2267,87441,5499,,,,,,
2978,2978,87928,7379,,,,,,
20129,2989,87526,7399,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
